origin_codmun,destination_codmun,flow_2016,flow_2017,Country
16030,16108,96.39,101.17,mexico
9007,17024,12.77,13.69,mexico
30151,30151,867.78,935.57,mexico
15002,15120,11.1,10.95,mexico
10034,10034,96.41,99.88,mexico
14039,11001,10.94,11.32,mexico
30197,30197,1126.92,1113.31,mexico
14101,24028,83.08,91.08,mexico
20298,20550,12.45,13.07,mexico
21197,9017,9.61,9.2,mexico
21197,21091,54.85,56.54,mexico
12035,12055,134.04,130.27,mexico
30039,30073,9.06,9.24,mexico
13013,15104,9.97,9.47,mexico
28021,24028,77.2,75.51,mexico
19039,15051,9.69,9.45,mexico
30178,27004,11.16,10.61,mexico
9007,13069,92.14,90.8,mexico
11020,17007,114.6,106.13,mexico
11007,13063,9.16,8.33,mexico
30087,30068,72.17,65.08,mexico
20318,7101,10.56,10.27,mexico
19026,25006,8.77,7.93,mexico
15082,15008,11.22,11.01,mexico
21119,25006,5.87,6.33,mexico
20413,30039,90.41,85.9,mexico
13045,13024,10.14,10.08,mexico
15026,9014,11.06,11.45,mexico
14009,18017,130.58,121.76,mexico
15064,15054,112.16,108.26,mexico
24017,19017,7.29,7.22,mexico
9010,4003,55.67,52.02,mexico
5024,10005,8.35,8.57,mexico
9009,17007,11.78,12.41,mexico
14101,14073,9.56,8.78,mexico
13028,24037,10.33,10.14,mexico
10036,10013,11.3,11.75,mexico
20350,20115,8.54,8.55,mexico
7074,30039,102.29,99.63,mexico
32056,8037,8.5,8.61,mexico
22011,17007,85.89,79.21,mexico
21114,24032,7.52,6.84,mexico
9010,29010,14.82,15.0,mexico
23005,20067,95.67,104.78,mexico
12018,12001,90.44,82.89,mexico
21034,21156,7.81,7.26,mexico
24028,19021,140.58,153.91,mexico
15031,9013,79.67,85.95,mexico
15085,15057,11.83,11.67,mexico
11007,15106,109.87,99.98,mexico
15046,15106,12.81,12.12,mexico
19006,30131,10.79,10.48,mexico
17028,22014,7.3,6.86,mexico
28040,19039,93.44,95.35,mexico
13076,15079,102.08,99.65,mexico
29010,9012,12.58,11.53,mexico
30108,30061,12.94,13.08,mexico
28038,8019,13.56,12.64,mexico
15048,9012,12.54,13.62,mexico
30193,17011,8.29,7.66,mexico
17011,20067,10.07,10.42,mexico
15014,16017,78.16,85.72,mexico
24020,19006,12.39,11.4,mexico
26012,26042,11.37,12.21,mexico
23001,23002,11.85,10.99,mexico
28009,19038,11.07,11.57,mexico
19006,26029,9.77,8.96,mexico
15055,15073,8.56,8.23,mexico
32054,32054,92.09,99.65,mexico
20115,20403,103.42,113.31,mexico
15033,17018,8.62,7.93,mexico
9004,13077,11.12,10.57,mexico
6002,25006,9.24,9.66,mexico
15099,30028,10.52,11.15,mexico
21156,21099,8.98,8.35,mexico
9013,15052,9.23,9.09,mexico
21114,30123,12.41,12.64,mexico
15110,15114,9.21,8.79,mexico
30142,30144,10.77,10.54,mexico
19026,19028,10.43,11.39,mexico
21156,23008,8.79,7.93,mexico
19039,30034,9.07,9.94,mexico
10007,11020,12.86,11.72,mexico
20067,20348,8.21,8.23,mexico
30193,30142,11.13,10.71,mexico
31063,31101,7.54,8.24,mexico
31004,31101,5.41,5.32,mexico
9007,32056,9.56,9.28,mexico
11018,11028,7.94,7.75,mexico
30108,9005,6.03,5.45,mexico
11019,11004,7.04,6.94,mexico
9017,26019,7.82,8.55,mexico
30087,30197,90.82,88.28,mexico
9014,15099,1235.58,1238.07,mexico
15109,15109,1269.14,1202.27,mexico
9015,9004,1174.37,1079.11,mexico
15058,15033,953.01,1010.79,mexico
19039,3008,87.05,94.15,mexico
30115,30115,1227.66,1259.76,mexico
30028,21114,1041.07,992.28,mexico
5025,5018,89.59,96.11,mexico
15037,13048,98.2,91.16,mexico
16066,16102,117.93,126.13,mexico
26035,26035,886.44,798.21,mexico
20399,20067,788.6,756.93,mexico
30048,30048,1204.95,1219.36,mexico
5018,5006,661.91,608.86,mexico
15062,12055,12.44,12.04,mexico
6007,6002,851.18,888.54,mexico
4002,31102,129.16,121.94,mexico
31096,23005,66.76,61.62,mexico
7101,9007,100.3,93.44,mexico
26056,26056,87.76,83.75,mexico
21154,21015,10.41,11.29,mexico
17018,9015,65.55,70.28,mexico
26055,26017,9.0,9.84,mexico
11020,13076,8.17,8.18,mexico
15046,15013,118.38,113.17,mexico
20390,20227,12.46,11.28,mexico
30196,21114,7.77,8.4,mexico
17018,9012,123.55,114.37,mexico
31091,31085,8.03,7.38,mexico
15087,15087,803.58,773.66,mexico
13041,9016,8.69,9.12,mexico
21114,17011,103.15,109.86,mexico
15013,5035,13.98,12.74,mexico
30044,30138,89.32,87.3,mexico
4003,19039,11.43,12.48,mexico
29023,29033,99.99,108.96,mexico
21166,21114,75.62,77.96,mexico
9017,16102,8.2,7.66,mexico
7101,21110,7.22,7.15,mexico
30028,14097,10.56,10.32,mexico
21151,21151,71.75,65.07,mexico
28011,28041,121.34,127.95,mexico
15054,16088,13.84,15.14,mexico
27014,27008,95.81,99.28,mexico
30123,30087,65.76,62.77,mexico
9006,15109,115.85,127.12,mexico
26062,26062,125.4,122.04,mexico
11023,11001,142.25,149.91,mexico
17031,9010,8.53,9.1,mexico
17007,11014,9.2,9.16,mexico
9005,17020,119.87,130.02,mexico
17028,9006,130.48,120.45,mexico
15104,23008,124.38,131.72,mexico
20553,20350,114.83,105.36,mexico
5027,28027,11.3,11.63,mexico
19026,26030,11.45,12.49,mexico
21041,9017,64.77,68.96,mexico
17021,17007,109.53,104.77,mexico
30014,30085,9.71,9.34,mexico
19039,8017,8.84,9.49,mexico
13048,26030,9.15,8.63,mexico
30193,28032,99.58,90.49,mexico
30105,30016,11.45,11.47,mexico
12059,12035,82.01,82.86,mexico
27005,21119,8.79,8.58,mexico
15060,9013,9.64,8.99,mexico
15002,9004,8.67,8.48,mexico
13052,13075,91.96,90.4,mexico
14046,14039,99.56,104.68,mexico
9016,16050,9.97,9.58,mexico
10004,8019,9.44,8.63,mexico
15099,15031,86.89,80.0,mexico
9010,26018,12.27,12.53,mexico
19046,24020,139.85,142.08,mexico
15106,11020,82.55,86.88,mexico
11031,1001,9.47,9.93,mexico
7101,23008,110.38,100.45,mexico
17031,9015,136.09,141.02,mexico
12029,12066,89.36,82.68,mexico
26011,26011,109.05,110.81,mexico
17018,17031,6.81,6.76,mexico
24057,24053,10.26,10.71,mexico
15106,32056,9.31,9.68,mexico
19019,7101,132.79,133.55,mexico
19034,19016,9.88,9.77,mexico
20413,15054,5.72,5.43,mexico
29006,13008,11.57,12.07,mexico
13008,29033,9.31,9.9,mexico
8037,11020,9.98,9.73,mexico
21177,21114,56.14,60.3,mexico
30108,9015,91.04,85.48,mexico
22017,13059,7.17,6.45,mexico
19048,24028,63.7,63.15,mexico
14104,14104,84.22,90.59,mexico
30068,30047,78.49,80.43,mexico
27010,27002,88.95,91.66,mexico
17026,9010,111.89,101.42,mexico
15058,13051,73.26,71.93,mexico
30044,30011,92.17,85.18,mexico
20397,20006,8.69,8.35,mexico
15109,13051,6.64,6.59,mexico
31041,31091,7.37,6.95,mexico
24014,24014,81.55,77.72,mexico
21085,21051,12.28,12.73,mexico
25006,25007,6.79,6.15,mexico
4003,27012,121.21,125.05,mexico
30044,15104,13.54,12.64,mexico
9002,22007,8.07,7.42,mexico
16024,16065,8.15,8.67,mexico
15114,15111,8.51,7.96,mexico
14105,14063,8.52,8.55,mexico
15057,17026,7.47,7.57,mexico
7078,7009,7.86,8.06,mexico
21114,13008,95.65,89.53,mexico
13013,9014,10.23,11.05,mexico
30128,30016,9.02,8.93,mexico
7078,4002,10.93,10.33,mexico
22014,11023,8.71,8.76,mexico
19018,19010,7.46,8.16,mexico
9014,13029,4.95,4.89,mexico
27007,7050,8.69,8.34,mexico
22006,19019,7.19,7.82,mexico
18020,21119,9.13,9.84,mexico
13052,13083,5.8,6.24,mexico
15106,7078,9.29,8.98,mexico
31050,14067,64.71,70.13,mexico
16003,14097,9.32,9.71,mexico
15103,15068,10.49,9.58,mexico
14098,16086,10.5,11.55,mexico
20333,20333,9.99,9.37,mexico
12038,23005,8.8,7.95,mexico
16088,16108,7.51,7.41,mexico
28009,31050,11.43,11.21,mexico
23001,18017,7.95,7.29,mexico
29005,29011,9.28,9.46,mexico
19015,19015,77.53,71.17,mexico
9015,9015,1291.87,1314.01,mexico
21114,21114,1110.09,1003.16,mexico
9004,15037,995.96,942.14,mexico
15037,9016,762.52,722.64,mexico
5035,10007,868.97,876.26,mexico
9004,9010,955.86,955.03,mexico
14120,19039,93.1,95.63,mexico
16053,16066,943.34,1036.36,mexico
11007,12038,128.43,125.06,mexico
15019,9003,8.05,7.44,mexico
30049,30049,1027.57,964.27,mexico
19006,3008,85.69,92.25,mexico
29033,29010,696.14,703.47,mexico
30131,30175,793.29,813.4,mexico
11017,9005,72.5,76.6,mexico
11020,16053,619.2,648.38,mexico
28022,9017,97.27,104.23,mexico
20014,20515,93.91,88.9,mexico
10032,10032,531.63,547.81,mexico
9015,22011,125.31,124.58,mexico
16017,9014,79.82,79.93,mexico
21132,21074,88.14,96.17,mexico
14120,9017,1293.11,1325.47,mexico
7101,15122,12.59,11.62,mexico
30116,27004,8.95,8.46,mexico
25006,7078,9.74,10.45,mexico
31050,27006,8.09,7.63,mexico
21140,29033,98.98,93.71,mexico
15033,15062,85.42,85.34,mexico
25006,14098,86.72,87.79,mexico
27006,27014,100.44,102.93,mexico
9017,20482,9.26,8.77,mexico
19039,17012,12.46,12.65,mexico
31085,31102,95.14,97.5,mexico
24020,24007,88.53,92.74,mexico
30028,30016,1060.57,1093.02,mexico
15054,15037,898.7,909.16,mexico
15104,15092,116.31,115.38,mexico
9003,11017,54.65,49.3,mexico
11007,11017,896.34,840.44,mexico
5035,9005,97.75,98.21,mexico
15110,23005,107.95,97.52,mexico
1005,14120,126.28,134.33,mexico
15070,15106,100.24,104.68,mexico
14124,1001,10.93,11.95,mexico
28013,9014,8.59,7.88,mexico
22014,15062,117.43,117.46,mexico
24028,19048,125.69,133.86,mexico
30128,9014,10.2,10.08,mexico
15070,15104,125.05,123.88,mexico
11020,13030,8.53,8.6,mexico
16052,14039,10.35,10.91,mexico
13048,13009,105.01,101.89,mexico
19039,5022,5.88,6.16,mexico
30032,30028,131.69,141.84,mexico
9015,14101,97.69,95.71,mexico
23005,15081,9.32,9.94,mexico
30087,27004,96.93,87.58,mexico
14001,14098,11.07,11.9,mexico
17006,17008,48.27,53.07,mexico
19049,9017,127.56,134.67,mexico
5036,5036,843.77,786.38,mexico
8024,8019,83.88,91.36,mexico
17020,17008,79.35,71.6,mexico
14067,14070,129.96,129.17,mexico
31050,31035,105.7,103.16,mexico
15121,15062,112.66,117.12,mexico
15093,15028,12.54,11.35,mexico
12012,12012,1066.37,1010.4,mexico
19019,19012,107.5,113.63,mexico
15045,9003,128.18,128.07,mexico
9010,25001,13.82,13.5,mexico
30189,9002,86.8,93.22,mexico
11017,15095,8.73,8.84,mexico
15052,15057,8.08,8.09,mexico
26030,5030,11.81,12.24,mexico
30065,21119,10.66,11.1,mexico
13076,9002,105.41,95.25,mexico
14125,14125,1037.54,943.41,mexico
9014,15002,84.76,77.31,mexico
9002,1001,101.27,108.5,mexico
26042,26025,103.9,109.94,mexico
13061,9016,79.24,75.07,mexico
13010,15033,8.24,7.61,mexico
15045,11020,12.82,12.99,mexico
12001,5030,9.06,8.71,mexico
17020,11020,9.54,8.66,mexico
9005,12055,126.42,135.0,mexico
28017,28031,10.78,11.62,mexico
13008,21119,11.35,10.35,mexico
15093,9010,12.39,13.06,mexico
17007,15015,8.54,8.77,mexico
12023,12023,845.67,893.59,mexico
21114,30174,116.05,125.91,mexico
30172,30089,10.63,9.87,mexico
5028,5015,13.65,14.36,mexico
30191,21114,114.58,112.02,mexico
15068,17006,8.73,8.29,mexico
15010,15120,106.72,102.26,mexico
19009,14067,12.79,13.6,mexico
15109,15092,9.89,10.7,mexico
9015,13010,131.27,126.37,mexico
16090,16066,9.15,8.25,mexico
13075,15033,76.22,79.91,mexico
15061,9010,10.2,10.75,mexico
31041,31038,9.64,8.88,mexico
16112,9015,87.81,93.61,mexico
28010,28035,98.93,98.87,mexico
20385,19039,9.91,10.23,mexico
17018,15057,115.49,118.76,mexico
13084,13058,8.07,8.57,mexico
16053,16019,13.23,14.38,mexico
21034,15106,11.92,10.88,mexico
19026,21114,8.51,7.89,mexico
14120,8037,115.13,115.51,mexico
16108,9012,10.13,9.39,mexico
18004,22014,13.18,13.85,mexico
14101,18020,113.67,114.39,mexico
9014,13070,10.51,10.92,mexico
31091,31041,9.85,9.94,mexico
7101,20025,10.95,11.05,mexico
30142,12057,10.25,10.03,mexico
22011,10005,11.05,10.27,mexico
15121,22007,11.62,12.05,mexico
13076,23005,11.74,12.85,mexico
20342,20553,8.16,7.99,mexico
31050,31105,112.75,109.5,mexico
15057,11037,11.48,11.16,mexico
15108,9004,9.46,9.38,mexico
4003,15106,6.77,6.16,mexico
5031,5032,8.26,7.52,mexico
27006,9015,13.23,14.04,mexico
21119,21117,12.21,12.86,mexico
23003,9012,7.29,7.14,mexico
15103,15017,10.49,11.04,mexico
28041,28026,10.43,10.62,mexico
32057,32036,11.3,11.01,mexico
3002,26030,11.41,12.07,mexico
15039,9009,7.72,7.22,mexico
14097,26042,13.28,13.02,mexico
15037,10005,12.05,13.22,mexico
32017,32042,8.87,8.38,mexico
21140,29013,11.57,11.2,mexico
30165,30165,101.7,108.71,mexico
15039,15028,13.06,13.03,mexico
9004,15120,11.31,11.67,mexico
15121,17018,10.58,9.57,mexico
25013,26030,11.21,12.14,mexico
15001,15062,7.08,6.49,mexico
30087,30160,99.98,102.48,mexico
23003,23005,1285.36,1316.64,mexico
13048,13048,740.11,690.2,mexico
30193,30134,93.63,85.86,mexico
30087,14120,74.47,68.7,mexico
15040,15040,698.06,634.99,mexico
15018,15027,9.3,10.15,mexico
19018,19049,111.19,114.91,mexico
9014,21140,98.65,93.05,mexico
11032,11032,747.81,758.92,mexico
25014,25014,1012.96,1095.11,mexico
21041,21034,847.38,906.93,mexico
9016,19019,1124.66,1054.0,mexico
24028,9013,7.81,8.45,mexico
15104,22007,93.91,95.28,mexico
9003,13077,87.26,81.47,mexico
15095,11007,120.71,112.1,mexico
22012,22011,92.78,93.41,mexico
2002,9017,63.62,60.88,mexico
23005,15033,84.41,84.27,mexico
14120,25012,931.06,880.41,mexico
23008,28009,12.16,11.02,mexico
30028,19039,88.69,84.35,mexico
28038,28041,787.12,719.87,mexico
15106,14039,97.59,107.05,mexico
14002,14039,105.27,99.52,mexico
2001,14120,87.38,80.58,mexico
25015,26018,9.69,9.11,mexico
9006,28038,9.55,9.57,mexico
24007,24028,127.56,131.2,mexico
15029,9008,125.21,129.26,mexico
15024,15020,122.64,120.79,mexico
7065,9015,105.7,97.45,mexico
9016,15110,1466.98,1408.84,mexico
15005,9003,7.13,7.35,mexico
18017,2004,105.63,104.12,mexico
11020,12029,6.85,6.91,mexico
21114,29024,108.16,102.14,mexico
30028,30118,114.38,115.12,mexico
20067,20364,78.22,73.79,mexico
20318,20067,111.68,118.68,mexico
16053,11032,9.98,9.31,mexico
17008,9015,849.53,800.77,mexico
21119,29002,103.7,97.87,mexico
9005,16102,93.53,91.36,mexico
9008,22014,92.14,91.17,mexico
13069,9017,100.74,99.83,mexico
25012,3008,82.39,84.03,mexico
13052,9007,13.09,12.15,mexico
14053,14124,10.73,11.14,mexico
6007,9015,81.02,73.44,mexico
21119,21001,7.32,7.71,mexico
29010,29029,9.6,9.68,mexico
23009,9016,85.38,88.58,mexico
9014,30118,128.11,137.56,mexico
27004,27011,88.82,81.76,mexico
30039,30141,99.7,102.75,mexico
21128,21114,106.45,97.45,mexico
16055,16102,63.22,60.23,mexico
30132,30193,9.61,9.7,mexico
30028,11020,101.62,108.7,mexico
21071,22014,9.16,8.98,mexico
13010,9002,76.39,83.86,mexico
31003,31050,12.01,12.75,mexico
15109,9013,116.21,114.38,mexico
5027,19046,92.81,99.08,mexico
9016,15028,8.01,8.15,mexico
20039,20462,87.44,81.35,mexico
11020,15121,118.03,119.89,mexico
21114,29028,69.62,74.7,mexico
28021,24058,10.84,11.12,mexico
9015,32017,98.09,99.71,mexico
28038,23005,110.53,109.24,mexico
19026,5010,9.42,9.21,mexico
30044,30074,7.63,8.14,mexico
31052,31083,88.79,81.7,mexico
15057,17029,93.24,88.99,mexico
14018,14101,7.21,6.61,mexico
13083,13069,9.11,9.77,mexico
9007,15092,129.69,127.31,mexico
11011,11017,94.02,92.38,mexico
11020,8019,106.58,107.2,mexico
24020,24015,105.89,112.71,mexico
9017,31101,13.5,14.45,mexico
6004,6007,126.7,130.07,mexico
23005,17012,8.03,7.66,mexico
7027,9012,56.4,51.76,mexico
13076,13077,11.63,10.67,mexico
24028,14124,8.88,8.57,mexico
21074,21019,9.7,8.98,mexico
32056,11017,9.82,10.54,mexico
15060,15038,88.36,85.5,mexico
22011,2004,7.55,7.3,mexico
21086,21197,9.61,9.49,mexico
9003,23001,104.3,108.59,mexico
5018,5022,10.34,9.52,mexico
25012,4003,6.82,7.0,mexico
7078,7052,98.62,91.47,mexico
23005,31035,7.79,7.65,mexico
13013,9003,6.18,6.08,mexico
15016,15061,5.88,5.94,mexico
20114,20114,9.54,10.23,mexico
20483,20483,118.88,122.39,mexico
21053,9016,9.71,9.79,mexico
7078,27006,9.23,9.55,mexico
30183,9007,11.71,11.99,mexico
19039,23009,104.1,97.45,mexico
11007,15033,88.17,79.8,mexico
15099,14067,8.23,8.33,mexico
7019,7097,13.63,14.32,mexico
25015,14120,91.73,94.14,mexico
16108,16094,11.44,12.22,mexico
7027,9004,12.52,11.96,mexico
30040,27004,7.42,7.35,mexico
20067,20337,10.43,11.07,mexico
11023,9017,8.17,7.54,mexico
29016,21114,8.19,8.84,mexico
17006,15099,8.33,7.55,mexico
15037,15029,9.58,10.13,mexico
20067,20073,120.96,123.52,mexico
30120,30039,16.86,17.53,mexico
23005,19031,8.54,9.24,mexico
11002,22006,103.47,98.2,mexico
17005,17017,11.7,11.35,mexico
5024,25012,8.37,8.26,mexico
12038,16033,9.98,10.91,mexico
15046,15037,10.38,10.95,mexico
13048,21132,13.4,14.0,mexico
16034,22014,87.45,94.76,mexico
5018,19049,9.85,10.51,mexico
9004,26030,97.12,94.65,mexico
15011,15081,10.29,10.47,mexico
13077,13022,11.01,10.62,mexico
20385,2004,11.05,10.04,mexico
12057,30210,13.72,13.48,mexico
24025,32056,11.56,10.73,mexico
13003,15121,12.49,11.33,mexico
23009,30028,10.91,11.14,mexico
27002,30089,9.36,9.12,mexico
5010,5010,890.16,936.99,mexico
31041,31050,700.59,709.38,mexico
9016,9017,761.74,826.43,mexico
23009,11020,11.51,10.4,mexico
17008,17011,719.16,730.64,mexico
12001,9004,1216.25,1272.46,mexico
9010,17029,108.03,116.22,mexico
17018,17018,977.77,987.44,mexico
9007,9016,796.78,763.16,mexico
21114,9015,947.09,958.48,mexico
19050,19050,83.92,82.97,mexico
9005,15065,101.91,107.9,mexico
30189,28038,132.82,119.63,mexico
9016,30087,935.95,927.76,mexico
30016,30004,66.14,61.93,mexico
9015,15020,751.2,803.49,mexico
9014,15025,80.99,86.69,mexico
9003,5035,110.08,120.53,mexico
14120,14030,1063.22,1113.8,mexico
15039,15104,112.56,112.84,mexico
20079,20390,13.32,12.33,mexico
5027,10005,11.21,10.84,mexico
14120,6010,104.73,103.0,mexico
21114,21045,106.56,109.36,mexico
19006,19048,1237.76,1282.43,mexico
25014,25012,975.88,1021.25,mexico
20327,20327,1119.03,1079.61,mexico
7019,7094,106.78,99.95,mexico
11002,16110,150.12,141.74,mexico
15122,15070,83.83,79.16,mexico
31050,9005,101.46,93.05,mexico
22006,22007,106.02,98.81,mexico
15075,15075,850.54,851.43,mexico
15095,9010,63.97,59.01,mexico
21164,9014,11.73,11.9,mexico
5035,5033,999.25,972.87,mexico
9010,13076,109.23,119.67,mexico
11014,1001,11.92,10.95,mexico
25001,26018,1174.99,1140.0,mexico
13063,15095,116.03,116.51,mexico
32017,32005,116.62,122.1,mexico
21156,21140,71.01,66.52,mexico
22012,22014,823.27,865.82,mexico
13003,13039,11.58,12.26,mexico
10012,5030,11.52,11.36,mexico
31057,31057,1138.39,1054.39,mexico
9017,15029,118.66,123.24,mexico
15076,9016,66.98,69.08,mexico
15051,15076,112.21,104.53,mexico
22014,13059,120.21,125.42,mexico
22012,11007,9.37,9.58,mexico
28027,28014,88.35,85.43,mexico
15106,17011,113.37,122.97,mexico
15002,9003,78.91,76.88,mexico
23005,31059,122.6,112.15,mexico
16069,9014,11.42,12.02,mexico
9014,18017,96.03,89.11,mexico
30118,30071,11.93,11.49,mexico
14067,14101,63.34,63.19,mexico
5030,5028,122.08,121.02,mexico
7101,9013,10.39,10.77,mexico
16087,16087,94.02,101.07,mexico
24035,9014,10.08,10.68,mexico
9010,21019,9.31,8.81,mexico
32033,32033,1055.56,1039.67,mexico
9010,17030,96.05,98.12,mexico
8019,5035,102.95,102.07,mexico
7078,19006,13.42,14.76,mexico
11007,9004,102.46,98.46,mexico
20067,9010,118.15,106.83,mexico
31050,13048,93.26,88.76,mexico
14120,14005,91.59,94.3,mexico
19039,4003,103.72,98.01,mexico
14120,14043,119.29,125.87,mexico
19039,8037,68.32,70.0,mexico
24037,24013,117.75,112.95,mexico
32057,32057,78.38,84.02,mexico
11020,1011,11.73,12.25,mexico
20375,20390,127.53,136.48,mexico
26025,26042,81.53,79.29,mexico
19021,19004,92.86,92.84,mexico
9016,4003,116.49,127.06,mexico
15103,9006,8.85,9.53,mexico
29006,13061,10.84,10.38,mexico
30193,30143,118.87,117.35,mexico
15022,15089,9.97,9.97,mexico
14120,14055,103.79,111.49,mexico
25012,19048,15.47,16.99,mexico
19018,5027,120.71,126.4,mexico
21156,30047,11.85,10.81,mexico
24053,24028,7.73,7.91,mexico
30011,13048,13.93,13.98,mexico
13076,21114,95.59,96.79,mexico
21207,30087,81.89,80.32,mexico
30039,9012,93.98,95.77,mexico
14109,14109,1062.43,1090.19,mexico
14067,14053,11.53,10.52,mexico
15018,15037,107.27,98.44,mexico
30108,23005,12.99,11.98,mexico
14063,16053,8.43,8.35,mexico
21156,21010,107.98,112.9,mexico
28024,28024,965.41,945.96,mexico
20103,20067,8.07,7.5,mexico
30028,23004,8.03,8.71,mexico
31050,31045,64.07,70.32,mexico
11028,11036,9.75,10.64,mexico
30160,30034,116.01,111.42,mexico
11033,24035,10.47,10.7,mexico
30058,30087,125.63,123.79,mexico
6007,11007,12.02,12.33,mexico
25004,25014,7.48,7.25,mexico
26030,25018,7.97,8.08,mexico
7083,7083,140.69,134.8,mexico
31050,27010,73.83,71.03,mexico
14004,14004,95.79,97.16,mexico
9012,11027,100.01,91.02,mexico
15054,15047,11.72,10.98,mexico
24013,1001,8.52,8.47,mexico
11025,11037,12.69,13.69,mexico
30124,9017,8.73,9.22,mexico
9013,17027,11.8,12.77,mexico
9012,16034,6.81,7.18,mexico
16108,11020,97.75,89.04,mexico
27004,30032,10.87,11.21,mexico
15025,15037,9.42,10.17,mexico
3008,30028,9.33,9.71,mexico
8017,8026,12.82,13.5,mexico
15014,21114,11.9,11.47,mexico
16108,9017,13.05,12.56,mexico
21140,15054,11.84,10.88,mexico
17007,19046,11.54,11.32,mexico
19048,32056,11.65,10.85,mexico
19006,10007,11.79,10.95,mexico
30016,30105,9.67,10.41,mexico
26030,24028,11.69,11.21,mexico
9011,15062,14.24,15.24,mexico
30124,9005,9.89,10.61,mexico
21114,27010,11.86,12.11,mexico
19021,3008,11.4,12.12,mexico
15100,15020,11.1,11.28,mexico
30175,9015,11.58,12.47,mexico
9014,24054,11.43,11.09,mexico
9003,15068,12.44,13.26,mexico
28027,11015,13.29,13.87,mexico
14063,16076,9.84,9.68,mexico
17007,13077,12.51,12.0,mexico
13008,9015,105.53,102.83,mexico
8021,10005,9.7,9.43,mexico
15122,9008,113.97,108.48,mexico
25001,9012,8.36,8.23,mexico
21174,21017,12.28,13.33,mexico
20067,20103,9.78,8.99,mexico
11032,9003,7.85,8.27,mexico
15058,15045,10.6,9.75,mexico
28009,11027,10.17,9.44,mexico
13009,13050,7.13,7.42,mexico
30160,28003,9.45,9.71,mexico
9004,15043,10.22,9.85,mexico
22014,16106,9.25,9.07,mexico
20356,20551,13.25,13.37,mexico
28038,28011,10.38,10.63,mexico
27004,27009,1019.54,1058.56,mexico
9014,9005,1174.28,1172.24,mexico
19006,14120,95.16,87.93,mexico
17006,17030,118.92,117.18,mexico
15076,15076,1002.57,1001.38,mexico
23010,23010,1024.44,1010.28,mexico
26043,25001,101.67,98.03,mexico
14070,14070,721.58,682.04,mexico
23008,27004,1060.26,1126.26,mexico
7101,7034,105.76,113.44,mexico
21114,15057,889.58,958.29,mexico
15070,9010,99.47,109.18,mexico
15091,15121,93.24,94.46,mexico
19033,19046,114.08,125.36,mexico
17029,9002,113.71,119.72,mexico
9014,21197,9.33,9.05,mexico
1001,1011,1100.91,1184.41,mexico
17017,9016,115.42,114.58,mexico
15028,15028,951.94,1036.73,mexico
15081,13024,12.32,12.59,mexico
8052,8052,1360.28,1288.96,mexico
21004,21114,95.1,100.93,mexico
19033,28020,125.51,121.61,mexico
21114,7089,86.51,89.22,mexico
20551,20390,127.64,126.47,mexico
15051,23005,12.35,12.21,mexico
12029,12028,108.29,117.47,mexico
21043,21174,10.72,11.17,mexico
1001,9016,973.94,955.89,mexico
21119,17007,118.42,115.95,mexico
28020,28042,113.09,105.32,mexico
29041,21114,108.17,103.96,mexico
9016,18017,107.23,98.78,mexico
15013,15109,992.9,1036.94,mexico
8037,2004,146.47,151.84,mexico
14064,24028,125.63,126.17,mexico
19049,28038,8.93,9.45,mexico
5030,14120,91.38,83.45,mexico
8031,8031,116.3,111.25,mexico
7017,7017,1051.9,1093.86,mexico
28007,28032,8.03,7.99,mexico
7101,7048,100.12,91.81,mexico
12001,12030,110.53,104.81,mexico
16053,16107,129.98,132.32,mexico
29042,29044,9.34,8.58,mexico
14097,15106,144.25,147.37,mexico
30131,13057,8.32,8.75,mexico
15029,9014,111.82,119.53,mexico
19006,4002,11.9,11.93,mexico
19019,26018,12.14,11.25,mexico
30111,27004,11.46,12.13,mexico
9004,25006,100.43,97.83,mexico
14067,21140,10.27,9.66,mexico
13073,13028,11.79,11.45,mexico
11027,11046,93.68,88.25,mexico
12001,19039,116.98,126.05,mexico
9015,15053,81.42,79.9,mexico
5020,5028,121.09,115.0,mexico
7101,27016,103.79,97.57,mexico
9007,17002,113.1,108.6,mexico
20550,20067,100.08,101.19,mexico
20014,20030,9.17,9.32,mexico
5035,12001,12.34,12.73,mexico
17012,9003,115.26,107.63,mexico
4003,9016,85.91,78.53,mexico
9010,23001,10.12,10.43,mexico
7086,7027,12.11,11.59,mexico
26045,26030,145.52,133.71,mexico
15095,15112,7.19,6.94,mexico
30028,20044,89.14,91.92,mexico
9014,26018,90.87,82.62,mexico
25001,25013,127.76,134.95,mexico
26018,26058,97.71,91.0,mexico
14098,9012,81.5,83.23,mexico
30049,30044,90.61,94.06,mexico
9005,16066,7.8,8.16,mexico
28032,30193,12.2,13.39,mexico
9003,21134,11.68,11.67,mexico
13051,15010,11.5,12.24,mexico
18020,11015,115.7,112.13,mexico
14001,14120,107.21,99.58,mexico
20385,20565,82.25,87.58,mexico
14039,17020,8.76,8.08,mexico
13059,9015,8.57,8.96,mexico
11020,14008,111.65,119.02,mexico
19034,19039,109.59,109.24,mexico
30028,20413,92.85,95.36,mexico
21114,30130,11.54,11.4,mexico
9010,25006,140.79,150.72,mexico
15033,15014,9.68,10.25,mexico
14101,15014,6.79,6.9,mexico
9012,28009,93.61,93.95,mexico
7017,7065,11.76,11.6,mexico
14081,14081,109.34,110.21,mexico
